id,labels,miner,rust,phoma,healthy,num_dis
0,3,0,0,0,1,0
1,3,0,0,0,1,0
2,3,0,0,0,1,0
3,3,0,0,0,1,0
4,3,0,0,0,1,0
5,3,0,0,0,1,0
6,3,0,0,0,1,0
7,3,0,0,0,1,0
8,3,0,0,0,1,0
9,3,0,0,0,1,0
10,3,0,0,0,1,0
11,3,0,0,0,1,0
12,3,0,0,0,1,0
13,3,0,0,0,1,0
14,3,0,0,0,1,0
15,3,0,0,0,1,0
16,2,0,0,1,0,1
17,2,0,0,1,0,1
18,2,0,0,1,0,1
19,2,0,0,1,0,1
20,0,1,0,0,0,1
21,0,1,0,0,0,1
22,0,1,0,0,0,1
23,0,1,0,0,0,1
24,0,1,0,0,0,1
25,0,1,0,0,0,1
26,0,1,0,0,0,1
27,0,1,0,0,0,1
28,0,1,0,0,0,1
29,0,1,0,0,0,1
30,0,1,0,0,0,1
31,0,1,0,0,0,1
32,0,1,0,0,0,1
33,0,1,0,0,0,1
34,0,1,0,0,0,1
35,0,1,0,0,0,1
36,0,1,0,0,0,1
37,0,1,0,0,0,1
38,0,1,0,0,0,1
39,0,1,0,0,0,1
40,0,1,0,0,0,1
41,0,1,0,0,0,1
42,0,1,0,0,0,1
43,0,1,0,0,0,1
44,0,1,1,0,0,2
45,0,1,1,0,0,2
46,0,1,1,0,0,2
47,0,1,1,0,0,2
48,0,1,1,0,0,2
49,0,1,1,0,0,2
50,0,1,1,0,0,2
51,0,1,1,0,0,2
52,0,1,0,0,0,1
53,0,1,0,0,0,1
54,0,1,0,0,0,1
55,0,1,0,0,0,1
56,0,1,0,0,0,1
57,0,1,0,0,0,1
58,0,1,0,0,0,1
59,0,1,0,0,0,1
60,0,1,0,0,0,1
61,0,1,0,0,0,1
62,0,1,0,0,0,1
63,0,1,0,0,0,1
100,0,1,0,0,0,1
101,0,1,0,0,0,1
102,0,1,0,0,0,1
103,0,1,0,0,0,1
104,0,1,0,0,0,1
105,0,1,0,0,0,1
106,0,1,0,0,0,1
107,0,1,0,0,0,1
108,0,1,0,0,0,1
109,0,1,0,0,0,1
110,0,1,0,0,0,1
111,0,1,0,0,0,1
112,0,1,0,0,0,1
113,0,1,0,0,0,1
114,0,1,0,0,0,1
115,0,1,0,0,0,1
116,0,1,0,0,0,1
117,0,1,0,0,0,1
118,0,1,0,0,0,1
119,0,1,0,0,0,1
120,0,1,0,0,0,1
121,0,1,0,0,0,1
122,0,1,0,0,0,1
123,0,1,0,0,0,1
124,0,1,0,0,0,1
125,0,1,0,0,0,1
126,0,1,0,0,0,1
127,0,1,0,0,0,1
128,1,0,1,0,0,1
129,1,0,1,0,0,1
130,1,0,1,0,0,1
131,1,0,1,0,0,1
132,1,0,1,0,0,1
133,1,0,1,0,0,1
134,1,0,1,0,0,1
135,1,0,1,0,0,1
136,1,0,1,0,0,1
137,1,0,1,0,0,1
138,1,0,1,0,0,1
139,1,0,1,0,0,1
140,1,0,1,0,0,1
141,1,0,1,0,0,1
142,1,0,1,0,0,1
143,1,0,1,0,0,1
144,1,0,1,0,0,1
145,1,0,1,0,0,1
146,1,0,1,0,0,1
147,1,0,1,0,0,1
148,1,0,1,0,0,1
149,1,0,1,0,0,1
150,1,0,1,0,0,1
151,1,0,1,0,0,1
152,1,0,1,0,0,1
153,1,0,1,0,0,1
154,1,0,1,0,0,1
155,1,0,1,0,0,1
156,1,0,1,0,0,1
157,1,0,1,0,0,1
158,1,0,1,0,0,1
159,1,0,1,0,0,1
160,1,0,1,0,0,1
161,1,0,1,0,0,1
162,1,0,1,0,0,1
163,1,0,1,0,0,1
164,1,0,1,0,0,1
165,1,0,1,0,0,1
166,1,0,1,0,0,1
167,1,0,1,0,0,1
168,1,0,1,0,0,1
169,1,0,1,0,0,1
170,1,0,1,0,0,1
171,1,0,1,0,0,1
172,1,0,1,0,0,1
173,1,0,1,0,0,1
174,1,0,1,0,0,1
175,1,0,1,0,0,1
176,1,0,1,0,0,1
177,1,0,1,0,0,1
178,1,0,1,0,0,1
179,1,0,1,0,0,1
180,1,0,1,0,0,1
181,1,0,1,0,0,1
182,1,0,1,0,0,1
183,1,0,1,0,0,1
184,1,0,1,0,0,1
185,1,0,1,0,0,1
186,1,0,1,0,0,1
187,1,0,1,0,0,1
188,3,0,0,0,1,0
189,3,0,0,0,1,0
190,3,0,0,0,1,0
191,3,0,0,0,1,0
192,3,0,0,0,1,0
193,3,0,0,0,1,0
194,3,0,0,0,1,0
195,3,0,0,0,1,0
196,3,0,0,0,1,0
197,3,0,0,0,1,0
198,3,0,0,0,1,0
199,3,0,0,0,1,0
200,3,0,0,0,1,0
201,3,0,0,0,1,0
202,3,0,0,0,1,0
203,3,0,0,0,1,0
204,3,0,0,0,1,0
205,3,0,0,0,1,0
206,3,0,0,0,1,0
207,3,0,0,0,1,0
208,3,0,0,0,1,0
209,3,0,0,0,1,0
210,3,0,0,0,1,0
211,3,0,0,0,1,0
212,3,0,0,0,1,0
213,3,0,0,0,1,0
214,3,0,0,0,1,0
215,3,0,0,0,1,0
216,0,1,0,0,0,1
217,0,1,0,0,0,1
218,0,1,0,0,0,1
219,0,1,0,0,0,1
220,0,1,0,0,0,1
221,0,1,0,0,0,1
222,0,1,0,0,0,1
223,0,1,0,0,0,1
224,0,1,0,0,0,1
225,0,1,0,0,0,1
226,0,1,0,0,0,1
227,0,1,0,0,0,1
228,0,1,0,0,0,1
229,0,1,0,0,0,1
230,0,1,0,0,0,1
231,0,1,0,0,0,1
232,0,1,0,0,0,1
233,0,1,0,0,0,1
234,0,1,0,0,0,1
235,0,1,0,0,0,1
236,0,1,0,0,0,1
237,0,1,0,0,0,1
238,0,1,0,0,0,1
239,0,1,0,0,0,1
240,2,0,0,1,0,1
241,2,0,0,1,0,1
242,2,0,0,1,0,1
243,2,0,0,1,0,1
244,2,0,0,1,0,1
245,2,0,0,1,0,1
246,2,0,0,1,0,1
247,2,0,0,1,0,1
248,2,0,0,1,0,1
249,2,0,0,1,0,1
250,2,0,0,1,0,1
251,2,0,0,1,0,1
252,2,0,0,1,0,1
253,2,0,0,1,0,1
254,2,0,0,1,0,1
255,2,0,0,1,0,1
256,2,0,0,1,0,1
257,2,0,0,1,0,1
258,2,0,0,1,0,1
259,2,0,0,1,0,1
260,2,0,0,1,0,1
261,2,0,0,1,0,1
262,2,0,0,1,0,1
263,2,0,0,1,0,1
264,2,0,0,1,0,1
265,2,0,0,1,0,1
266,2,0,0,1,0,1
267,2,0,0,1,0,1
268,2,0,0,1,0,1
269,2,0,0,1,0,1
270,2,0,0,1,0,1
271,2,0,0,1,0,1
272,2,0,0,1,0,1
273,2,0,0,1,0,1
274,2,0,0,1,0,1
275,2,0,0,1,0,1
276,2,0,0,1,0,1
277,2,0,0,1,0,1
278,2,0,0,1,0,1
279,2,0,0,1,0,1
280,2,0,0,1,0,1
281,2,0,0,1,0,1
282,2,0,0,1,0,1
283,2,0,0,1,0,1
284,2,0,0,1,0,1
285,2,0,0,1,0,1
286,2,0,0,1,0,1
287,2,0,0,1,0,1
288,2,0,0,1,0,1
289,2,0,0,1,0,1
290,2,0,0,1,0,1
291,2,0,0,1,0,1
292,2,0,0,1,0,1
293,2,0,0,1,0,1
294,2,0,0,1,0,1
295,2,0,0,1,0,1
296,2,0,0,1,0,1
297,2,0,0,1,0,1
298,2,0,0,1,0,1
299,2,0,0,1,0,1
300,2,0,0,1,0,1
301,2,0,0,1,0,1
302,2,0,0,1,0,1
303,2,0,0,1,0,1
304,2,0,0,1,0,1
305,2,0,0,1,0,1
306,2,0,0,1,0,1
307,2,0,0,1,0,1
308,2,0,0,1,0,1
309,2,0,0,1,0,1
310,2,0,0,1,0,1
311,2,0,0,1,0,1
312,2,0,0,1,0,1
313,2,0,0,1,0,1
314,2,0,0,1,0,1
315,2,0,0,1,0,1
316,2,0,0,1,0,1
317,2,0,0,1,0,1
318,2,0,0,1,0,1
319,2,0,0,1,0,1
320,2,0,0,1,0,1
321,2,0,0,1,0,1
322,2,0,0,1,0,1
323,2,0,0,1,0,1
324,2,0,0,1,0,1
325,2,0,0,1,0,1
326,2,0,0,1,0,1
327,2,0,0,1,0,1
328,2,0,0,1,0,1
329,2,0,0,1,0,1
330,2,0,0,1,0,1
331,2,0,0,1,0,1
332,2,0,0,1,0,1
333,2,0,0,1,0,1
334,2,0,0,1,0,1
335,2,0,0,1,0,1
336,2,0,0,1,0,1
337,2,0,0,1,0,1
338,2,0,0,1,0,1
339,2,0,0,1,0,1
340,2,0,0,1,0,1
341,2,0,0,1,0,1
342,2,0,0,1,0,1
343,2,0,0,1,0,1
344,2,0,0,1,0,1
345,2,0,0,1,0,1
346,2,0,0,1,0,1
347,2,0,0,1,0,1
348,2,0,0,1,0,1
349,2,0,0,1,0,1
350,2,0,0,1,0,1
351,2,0,0,1,0,1
352,2,0,0,1,0,1
353,2,0,0,1,0,1
354,2,0,0,1,0,1
355,2,0,0,1,0,1
356,2,0,0,1,0,1
357,2,0,0,1,0,1
358,2,0,0,1,0,1
359,2,0,0,1,0,1
360,2,0,0,1,0,1
361,2,0,0,1,0,1
362,2,0,0,1,0,1
363,2,0,0,1,0,1
364,2,0,0,1,0,1
365,2,0,0,1,0,1
366,2,0,0,1,0,1
367,2,0,0,1,0,1
368,2,0,0,1,0,1
369,2,0,0,1,0,1
370,2,0,0,1,0,1
371,2,0,0,1,0,1
372,2,0,0,1,0,1
373,2,0,0,1,0,1
374,2,0,0,1,0,1
375,2,0,0,1,0,1
376,2,0,0,1,0,1
377,2,0,0,1,0,1
378,2,0,0,1,0,1
379,2,0,0,1,0,1
380,2,0,0,1,0,1
381,2,0,0,1,0,1
382,2,0,0,1,0,1
383,2,0,0,1,0,1
384,2,0,0,1,0,1
385,2,0,0,1,0,1
386,2,0,0,1,0,1
387,2,0,0,1,0,1
388,2,0,0,1,0,1
389,2,0,0,1,0,1
390,2,0,0,1,0,1
391,2,0,0,1,0,1
392,2,0,0,1,0,1
393,2,0,0,1,0,1
394,2,0,0,1,0,1
395,2,0,0,1,0,1
396,2,0,0,1,0,1
397,2,0,0,1,0,1
398,2,0,0,1,0,1
399,2,0,0,1,0,1
400,2,0,0,1,0,1
401,2,0,0,1,0,1
402,2,0,0,1,0,1
403,2,0,0,1,0,1
404,2,0,0,1,0,1
405,2,0,0,1,0,1
406,2,0,0,1,0,1
407,2,0,0,1,0,1
408,2,0,0,1,0,1
409,2,0,0,1,0,1
410,2,0,0,1,0,1
411,2,0,0,1,0,1
412,2,0,0,1,0,1
413,2,0,0,1,0,1
414,2,0,0,1,0,1
415,2,0,0,1,0,1
416,2,0,0,1,0,1
417,2,0,0,1,0,1
418,2,0,0,1,0,1
419,2,0,0,1,0,1
420,2,0,0,1,0,1
421,2,0,0,1,0,1
422,2,0,0,1,0,1
423,2,0,0,1,0,1
424,2,0,0,1,0,1
425,2,0,0,1,0,1
426,2,0,0,1,0,1
427,2,0,0,1,0,1
428,2,0,0,1,0,1
429,2,0,0,1,0,1
430,2,0,0,1,0,1
431,2,0,0,1,0,1
432,2,0,0,1,0,1
433,2,0,0,1,0,1
434,2,0,0,1,0,1
435,2,0,0,1,0,1
436,2,0,0,1,0,1
437,2,0,0,1,0,1
438,2,0,0,1,0,1
439,2,0,0,1,0,1
440,2,0,0,1,0,1
441,2,0,0,1,0,1
442,2,0,0,1,0,1
443,2,0,0,1,0,1
444,2,0,0,1,0,1
445,2,0,0,1,0,1
446,2,0,0,1,0,1
447,2,0,0,1,0,1
448,2,0,0,1,0,1
449,2,0,0,1,0,1
450,2,0,0,1,0,1
451,2,0,0,1,0,1
452,2,0,0,1,0,1
453,2,0,0,1,0,1
454,2,0,0,1,0,1
455,2,0,0,1,0,1
456,2,0,0,1,0,1
457,2,0,0,1,0,1
458,2,0,0,1,0,1
459,2,0,0,1,0,1
460,2,0,0,1,0,1
461,2,0,0,1,0,1
462,2,0,0,1,0,1
463,2,0,0,1,0,1
464,2,0,0,1,0,1
465,2,0,0,1,0,1
466,2,0,0,1,0,1
467,2,0,0,1,0,1
468,2,0,0,1,0,1
469,2,0,0,1,0,1
470,2,0,0,1,0,1
471,2,0,0,1,0,1
472,2,0,0,1,0,1
473,2,0,0,1,0,1
474,2,0,0,1,0,1
475,2,0,0,1,0,1
476,2,0,0,1,0,1
477,2,0,0,1,0,1
478,2,0,0,1,0,1
479,2,0,0,1,0,1
480,2,0,0,1,0,1
481,2,0,0,1,0,1
482,2,0,0,1,0,1
483,2,0,0,1,0,1
484,2,0,0,1,0,1
485,2,0,0,1,0,1
486,2,0,0,1,0,1
487,2,0,0,1,0,1
488,2,0,0,1,0,1
489,2,0,0,1,0,1
490,2,0,0,1,0,1
491,2,0,0,1,0,1
492,2,0,0,1,0,1
493,2,0,0,1,0,1
494,2,0,0,1,0,1
495,2,0,0,1,0,1
496,2,0,0,1,0,1
497,2,0,0,1,0,1
498,2,0,0,1,0,1
499,2,0,0,1,0,1
600,2,0,0,1,0,1
601,2,0,0,1,0,1
602,2,0,0,1,0,1
603,2,0,0,1,0,1
604,2,0,0,1,0,1
605,2,0,0,1,0,1
606,2,0,0,1,0,1
607,2,0,0,1,0,1
608,2,0,0,1,0,1
609,2,0,0,1,0,1
610,2,0,0,1,0,1
611,2,0,0,1,0,1
612,2,0,0,1,0,1
613,2,0,0,1,0,1
614,2,0,0,1,0,1
615,2,0,0,1,0,1
616,2,0,0,1,0,1
617,2,0,0,1,0,1
618,2,0,0,1,0,1
619,2,0,0,1,0,1
620,2,0,0,1,0,1
621,2,0,0,1,0,1
622,2,0,0,1,0,1
623,2,0,0,1,0,1
624,2,0,0,1,0,1
625,2,0,0,1,0,1
626,2,0,0,1,0,1
627,2,0,0,1,0,1
628,2,0,0,1,0,1
629,2,0,0,1,0,1
630,2,0,0,1,0,1
631,2,0,0,1,0,1
632,2,0,0,1,0,1
633,2,0,0,1,0,1
634,2,0,0,1,0,1
635,2,0,0,1,0,1
636,2,0,0,1,0,1
637,2,0,0,1,0,1
638,2,0,0,1,0,1
639,2,0,0,1,0,1
640,2,0,0,1,0,1
641,2,0,0,1,0,1
642,2,0,0,1,0,1
643,2,0,0,1,0,1
644,2,0,0,1,0,1
645,2,0,0,1,0,1
646,2,0,0,1,0,1
647,2,0,0,1,0,1
648,1,0,1,0,0,1
649,1,0,1,0,0,1
650,1,0,1,0,0,1
651,1,0,1,0,0,1
652,2,0,0,1,0,1
653,2,0,0,1,0,1
654,2,0,0,1,0,1
655,2,0,0,1,0,1
656,2,0,0,1,0,1
657,2,0,0,1,0,1
658,2,0,0,1,0,1
659,2,0,0,1,0,1
660,2,0,0,1,0,1
661,2,0,0,1,0,1
662,2,0,0,1,0,1
663,2,0,0,1,0,1
664,2,0,0,1,0,1
665,2,0,0,1,0,1
666,2,0,0,1,0,1
667,2,0,0,1,0,1
668,2,0,0,1,0,1
669,2,0,0,1,0,1
670,2,0,0,1,0,1
671,2,0,0,1,0,1
672,2,0,0,1,0,1
673,2,0,0,1,0,1
674,2,0,0,1,0,1
675,2,0,0,1,0,1
676,2,0,0,1,0,1
677,2,0,0,1,0,1
678,2,0,0,1,0,1
679,2,0,0,1,0,1
680,2,0,0,1,0,1
681,2,0,0,1,0,1
682,2,0,0,1,0,1
683,2,0,0,1,0,1
684,0,1,0,0,0,1
685,0,1,0,0,0,1
686,0,1,0,0,0,1
687,0,1,0,0,0,1
688,3,0,0,0,1,0
689,3,0,0,0,1,0
690,3,0,0,0,1,0
691,3,0,0,0,1,0
692,3,0,0,0,1,0
693,3,0,0,0,1,0
694,3,0,0,0,1,0
695,3,0,0,0,1,0
696,3,0,0,0,1,0
697,3,0,0,0,1,0
698,3,0,0,0,1,0
699,3,0,0,0,1,0
700,3,0,0,0,1,0
701,3,0,0,0,1,0
702,3,0,0,0,1,0
703,3,0,0,0,1,0
704,0,1,1,0,0,2
705,0,1,1,0,0,2
706,0,1,1,0,0,2
707,0,1,1,0,0,2
708,2,0,0,1,0,1
709,2,0,0,1,0,1
710,2,0,0,1,0,1
711,2,0,0,1,0,1
712,1,0,1,0,0,1
713,1,0,1,0,0,1
714,1,0,1,0,0,1
715,1,0,1,0,0,1
716,1,0,1,0,0,1
717,1,0,1,0,0,1
718,1,0,1,0,0,1
719,1,0,1,0,0,1
720,3,0,0,0,1,0
721,3,0,0,0,1,0
722,3,0,0,0,1,0
723,3,0,0,0,1,0
724,3,0,0,0,1,0
725,3,0,0,0,1,0
726,3,0,0,0,1,0
727,3,0,0,0,1,0
728,2,0,0,1,0,1
729,2,0,0,1,0,1
730,2,0,0,1,0,1
731,2,0,0,1,0,1
732,1,0,1,0,0,1
733,1,0,1,0,0,1
734,1,0,1,0,0,1
735,1,0,1,0,0,1
736,2,0,0,1,0,1
737,2,0,0,1,0,1
738,2,0,0,1,0,1
739,2,0,0,1,0,1
740,3,0,0,0,1,0
741,3,0,0,0,1,0
742,3,0,0,0,1,0
743,3,0,0,0,1,0
744,3,0,0,0,1,0
745,3,0,0,0,1,0
746,3,0,0,0,1,0
747,3,0,0,0,1,0
748,3,0,0,0,1,0
749,3,0,0,0,1,0
750,3,0,0,0,1,0
751,3,0,0,0,1,0
752,3,0,0,0,1,0
753,3,0,0,0,1,0
754,3,0,0,0,1,0
755,3,0,0,0,1,0
756,2,0,0,1,0,1
757,2,0,0,1,0,1
758,2,0,0,1,0,1
759,2,0,0,1,0,1
760,3,0,0,0,1,0
761,3,0,0,0,1,0
762,3,0,0,0,1,0
763,3,0,0,0,1,0
764,3,0,0,0,1,0
765,3,0,0,0,1,0
766,3,0,0,0,1,0
767,3,0,0,0,1,0
768,1,0,1,0,0,1
769,1,0,1,0,0,1
770,1,0,1,0,0,1
771,1,0,1,0,0,1
772,2,0,0,1,0,1
773,2,0,0,1,0,1
774,2,0,0,1,0,1
775,2,0,0,1,0,1
776,3,0,0,0,1,0
777,3,0,0,0,1,0
778,3,0,0,0,1,0
779,3,0,0,0,1,0
780,2,0,0,1,0,1
781,2,0,0,1,0,1
782,2,0,0,1,0,1
783,2,0,0,1,0,1
784,2,0,0,1,0,1
785,2,0,0,1,0,1
786,2,0,0,1,0,1
787,2,0,0,1,0,1
788,3,0,0,0,1,0
789,3,0,0,0,1,0
790,3,0,0,0,1,0
791,3,0,0,0,1,0
792,3,0,0,0,1,0
793,3,0,0,0,1,0
794,3,0,0,0,1,0
795,3,0,0,0,1,0
796,2,0,0,1,0,1
797,2,0,0,1,0,1
798,2,0,0,1,0,1
799,2,0,0,1,0,1
800,2,0,0,1,0,1
801,2,0,0,1,0,1
802,2,0,0,1,0,1
803,2,0,0,1,0,1
804,0,1,0,0,0,1
805,0,1,0,0,0,1
806,0,1,0,0,0,1
807,0,1,0,0,0,1
808,2,0,0,1,0,1
809,2,0,0,1,0,1
810,2,0,0,1,0,1
811,2,0,0,1,0,1
812,3,0,0,0,1,0
813,3,0,0,0,1,0
814,3,0,0,0,1,0
815,3,0,0,0,1,0
816,0,1,0,0,0,1
817,0,1,0,0,0,1
818,0,1,0,0,0,1
819,0,1,0,0,0,1
820,2,0,0,1,0,1
821,2,0,0,1,0,1
822,2,0,0,1,0,1
823,2,0,0,1,0,1
824,3,0,0,0,1,0
825,3,0,0,0,1,0
826,3,0,0,0,1,0
827,3,0,0,0,1,0
828,0,1,0,0,0,1
829,0,1,0,0,0,1
830,0,1,0,0,0,1
831,0,1,0,0,0,1
832,3,0,0,0,1,0
833,3,0,0,0,1,0
834,3,0,0,0,1,0
835,3,0,0,0,1,0
836,0,1,0,0,0,1
837,0,1,0,0,0,1
838,0,1,0,0,0,1
839,0,1,0,0,0,1
840,1,0,1,0,0,1
841,1,0,1,0,0,1
842,1,0,1,0,0,1
843,1,0,1,0,0,1
844,3,0,0,0,1,0
845,3,0,0,0,1,0
846,3,0,0,0,1,0
847,3,0,0,0,1,0
848,3,0,0,0,1,0
849,3,0,0,0,1,0
850,3,0,0,0,1,0
851,3,0,0,0,1,0
852,0,1,0,0,0,1
853,0,1,0,0,0,1
854,0,1,0,0,0,1
855,0,1,0,0,0,1
856,0,1,0,0,0,1
857,0,1,0,0,0,1
858,0,1,0,0,0,1
859,0,1,0,0,0,1
860,3,0,0,0,1,0
861,3,0,0,0,1,0
862,3,0,0,0,1,0
863,3,0,0,0,1,0
864,0,1,0,0,0,1
865,0,1,0,0,0,1
866,0,1,0,0,0,1
867,0,1,0,0,0,1
868,3,0,0,0,1,0
869,3,0,0,0,1,0
870,3,0,0,0,1,0
871,3,0,0,0,1,0
872,0,1,0,0,0,1
873,0,1,0,0,0,1
874,0,1,0,0,0,1
875,0,1,0,0,0,1
876,0,1,1,0,0,2
877,0,1,1,0,0,2
878,0,1,1,0,0,2
879,0,1,1,0,0,2
880,0,1,1,0,0,2
881,0,1,1,0,0,2
882,0,1,1,0,0,2
883,0,1,1,0,0,2
884,1,0,1,0,0,1
885,1,0,1,0,0,1
886,1,0,1,0,0,1
887,1,0,1,0,0,1
888,0,1,0,0,0,1
889,0,1,0,0,0,1
890,0,1,0,0,0,1
891,0,1,0,0,0,1
892,0,1,0,0,0,1
893,0,1,0,0,0,1
894,0,1,0,0,0,1
895,0,1,0,0,0,1
896,1,0,1,0,0,1
897,1,0,1,0,0,1
898,1,0,1,0,0,1
899,1,0,1,0,0,1
900,1,0,1,0,0,1
901,1,0,1,0,0,1
902,1,0,1,0,0,1
903,1,0,1,0,0,1
904,3,0,0,0,1,0
905,3,0,0,0,1,0
906,3,0,0,0,1,0
907,3,0,0,0,1,0
908,0,1,0,0,0,1
909,0,1,0,0,0,1
910,0,1,0,0,0,1
911,0,1,0,0,0,1
912,0,1,0,0,0,1
913,0,1,0,0,0,1
914,0,1,0,0,0,1
915,0,1,0,0,0,1
916,3,0,0,0,1,0
917,3,0,0,0,1,0
918,3,0,0,0,1,0
919,3,0,0,0,1,0
920,3,0,0,0,1,0
921,3,0,0,0,1,0
922,3,0,0,0,1,0
923,3,0,0,0,1,0
924,3,0,0,0,1,0
925,3,0,0,0,1,0
926,3,0,0,0,1,0
927,3,0,0,0,1,0
928,0,1,0,0,0,1
929,0,1,0,0,0,1
930,0,1,0,0,0,1
931,0,1,0,0,0,1
932,3,0,0,0,1,0
933,3,0,0,0,1,0
934,3,0,0,0,1,0
935,3,0,0,0,1,0
936,0,1,1,0,0,2
937,0,1,1,0,0,2
938,0,1,1,0,0,2
939,0,1,1,0,0,2
940,3,0,0,0,1,0
941,3,0,0,0,1,0
942,3,0,0,0,1,0
943,3,0,0,0,1,0
944,1,0,1,0,0,1
945,1,0,1,0,0,1
946,1,0,1,0,0,1
947,1,0,1,0,0,1
948,0,1,0,0,0,1
949,0,1,0,0,0,1
950,0,1,0,0,0,1
951,0,1,0,0,0,1
952,0,1,0,0,0,1
953,0,1,0,0,0,1
954,0,1,0,0,0,1
955,0,1,0,0,0,1
956,0,1,0,0,0,1
957,0,1,0,0,0,1
958,0,1,0,0,0,1
959,0,1,0,0,0,1
960,1,0,1,0,0,1
961,1,0,1,0,0,1
962,1,0,1,0,0,1
963,1,0,1,0,0,1
964,3,0,0,0,1,0
965,3,0,0,0,1,0
966,3,0,0,0,1,0
967,3,0,0,0,1,0
968,1,0,1,0,0,1
969,1,0,1,0,0,1
970,1,0,1,0,0,1
971,1,0,1,0,0,1
972,0,1,0,0,0,1
973,0,1,0,0,0,1
974,0,1,0,0,0,1
975,0,1,0,0,0,1
976,0,1,0,0,0,1
977,0,1,0,0,0,1
978,0,1,0,0,0,1
979,0,1,0,0,0,1
980,0,1,0,0,0,1
981,0,1,0,0,0,1
982,0,1,0,0,0,1
983,0,1,0,0,0,1
984,0,1,0,0,0,1
985,0,1,0,0,0,1
986,0,1,0,0,0,1
987,0,1,0,0,0,1
